juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,event_year,age_at_event,priors_per_adult_year,total_juv_count,has_juv_record,first_offense,young_man,velocity_repeat_offender,sex_male,c_charge_degree_m,charge_category_drug,charge_category_other,charge_category_property,charge_category_violent,race_african-american,race_caucasian,race_hispanic
0,8,0,0,0,2014,25.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,5,0,0,0,2014,18.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,1,0,0,1,2014,47.0,0.034482758620689655,0,0,0,0,0,1,1,0,1,0,0,0,1,0
0,5,0,0,4,2013,39.0,0.19047619047619047,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,8,0,2,5,2014,21.0,1.6666666666666667,2,1,0,1,0,1,0,1,0,0,0,0,1,0
0,7,0,2,0,2013,19.0,0.0,2,1,1,1,0,1,0,0,0,1,0,0,1,0
0,5,0,0,2,2013,22.0,0.5,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,4,0,0,1,2014,40.0,0.045454545454545456,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,2,2013,48.0,0.06666666666666667,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,0,1,0,2013,21.0,0.0,1,1,1,1,0,1,0,1,0,0,0,1,0,0
0,4,0,0,4,2013,34.0,0.25,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0,2013,34.0,0.0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
0,2,0,0,0,2013,24.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,6,0,0,0,2013,18.0,0.0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
0,1,0,0,1,2013,32.0,0.07142857142857142,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,8,0,0,0,2013,22.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,1,0,0,2,2013,45.0,0.07407407407407407,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0,6,0,0,9,2013,36.0,0.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0,2013,58.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0,2,0,0,0,2014,27.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,6,0,0,3,2013,19.0,3.0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
0,7,0,0,0,2014,23.0,0.0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
0,3,0,0,3,2014,28.0,0.3,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,0,0,0,2013,50.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,2,0,0,0,2014,24.0,0.0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
0,4,0,0,0,2014,24.0,0.0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
0,9,0,0,9,2014,43.0,0.36,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,9,0,0,0,2014,19.0,0.0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
0,8,0,0,4,2013,25.0,0.5714285714285714,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,6,0,0,1,2014,42.0,0.041666666666666664,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,5,0,0,2,2013,23.0,0.4,0,0,0,1,0,1,0,0,1,0,0,0,1,0
0,4,0,0,4,2014,44.0,0.15384615384615385,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,0,0,0,2014,44.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,10,0,0,12,2014,27.0,1.3333333333333333,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1,0,0,0,2013,38.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,7,0,0,5,2013,23.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,7,0,0,2,2013,20.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,3,0,0,0,2013,28.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,6,0,0,1,2013,31.0,0.07692307692307693,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0,11,2014,68.0,0.22,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,0,0,2,2013,49.0,0.06451612903225806,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,2,0,0,4,2013,48.0,0.13333333333333333,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,10,0,0,15,2013,43.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,21,2013,52.0,0.6176470588235294,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,1,0,0,1,2013,46.0,0.03571428571428571,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,0,0,0,2013,44.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,2,0,0,0,2013,24.0,0.0,0,0,1,1,0,1,1,0,0,0,1,1,0,0
0,7,2,0,5,2013,21.0,1.6666666666666667,2,1,0,1,0,1,1,0,0,0,0,0,1,0
0,10,1,0,1,2014,19.0,1.0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
0,10,0,1,26,2013,34.0,1.625,1,1,0,0,0,1,0,0,0,0,0,1,0,0
0,9,0,0,1,2014,20.0,0.5,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,6,0,0,0,2013,18.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
0,10,0,0,4,2014,23.0,0.8,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,5,0,0,3,2013,24.0,0.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,4,0,0,3,2013,27.0,0.3333333333333333,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0,0,2014,68.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,9,0,0,11,2013,34.0,0.6875,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,5,0,0,5,2013,43.0,0.2,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,4,2014,38.0,0.2,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0,4,0,0,18,2013,41.0,0.782608695652174,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,6,0,0,15,2013,35.0,0.8823529411764706,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,4,0,0,0,2013,26.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,2,0,0,8,2013,34.0,0.5,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,4,0,0,3,2013,35.0,0.17647058823529413,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,3,0,0,0,2013,24.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,0,0,2013,18.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,2013,41.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0,5,0,0,6,2013,27.0,0.6666666666666666,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,2,0,0,3,2013,26.0,0.375,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,2,0,0,0,2013,27.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,5,0,0,2,2013,22.0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2,0,0,3,2013,37.0,0.15789473684210525,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,1,2013,30.0,0.08333333333333333,0,0,0,0,0,1,1,0,1,0,0,0,1,0
0,5,0,0,5,2014,24.0,0.8333333333333334,0,0,0,1,0,1,0,0,1,0,0,0,1,0
0,3,1,0,1,2013,28.0,0.1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
0,1,0,0,1,2013,58.0,0.025,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0,4,0,0,2,2013,28.0,0.2,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0,0,2013,59.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
0,8,0,0,4,2013,25.0,0.5714285714285714,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,6,0,0,9,2013,45.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,2,0,0,0,2013,38.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,4,0,0,0,2013,22.0,0.0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
0,4,0,0,0,2014,20.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
0,8,0,0,4,2013,27.0,0.4444444444444444,0,0,0,0,0,1,1,0,0,0,1,1,0,0
0,1,0,0,0,2013,60.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,10,0,0,4,2013,30.0,0.3333333333333333,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,4,0,0,0,2013,40.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,10,0,0,3,2013,22.0,0.75,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,2013,48.0,0.03333333333333333,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,3,2013,36.0,0.16666666666666666,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,3,0,0,0,2013,27.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,8,0,0,14,2014,30.0,1.1666666666666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,6,0,0,0,2013,19.0,0.0,0,0,1,1,0,1,1,0,0,1,0,1,0,0
0,1,0,0,0,2013,56.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,7,5,0,37,2014,36.0,2.0555555555555554,5,1,0,0,0,1,1,0,1,0,0,1,0,0
0,6,0,0,2,2013,20.0,1.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0,2014,40.0,0.0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,7,0,0,2,2013,35.0,0.11764705882352941,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,3,0,0,2,2013,30.0,0.16666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,3,0,0,7,2014,34.0,0.4375,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,0,0,2013,33.0,0.0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,1,0,0,1,2013,28.0,0.1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,4,0,0,3,2014,26.0,0.375,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,2,0,0,1,2013,26.0,0.125,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,4,0,0,0,2014,41.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,2014,38.0,0.05,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,9,2,0,15,2014,29.0,1.3636363636363635,2,1,0,0,0,1,0,1,0,0,0,1,0,0
0,7,0,0,6,2013,51.0,0.18181818181818182,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,9,0,0,17,2014,22.0,4.25,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0,2014,39.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,9,0,1,1,2013,18.0,1.0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
0,2,0,0,1,2014,27.0,0.1111111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,0,2013,19.0,0.0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
0,7,0,0,9,2013,50.0,0.28125,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,0,0,2013,38.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,4,0,0,1,2013,42.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,2,0,0,1,2014,27.0,0.1111111111111111,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,5,0,0,10,2014,44.0,0.38461538461538464,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,8,1,2,1,2013,19.0,1.0,3,1,0,1,0,1,0,0,0,1,0,0,1,0
0,5,0,0,6,2013,33.0,0.4,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1,0,0,1,2013,49.0,0.03225806451612903,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,1,0,0,0,2013,46.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,8,0,3,9,2013,26.0,1.125,3,1,0,0,0,0,1,0,0,1,0,1,0,0
0,1,0,0,0,2013,45.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
0,6,0,0,10,2013,28.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,8,0,0,3,2014,20.0,1.5,0,0,0,1,0,1,0,0,1,0,0,0,1,0
0,1,0,0,0,2014,31.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,5,0,0,0,2014,45.0,0.0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
1,10,2,2,3,2013,18.0,3.0,5,1,0,1,0,1,0,0,1,0,0,1,0,0
3,10,0,0,13,2013,32.0,0.9285714285714286,3,1,0,0,0,1,0,1,0,0,0,1,0,0
0,1,0,0,3,2013,43.0,0.12,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,4,0,0,5,2013,31.0,0.38461538461538464,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,1,0,0,2,2013,50.0,0.0625,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,8,0,0,0,2014,18.0,0.0,0,0,1,1,0,1,1,0,0,0,1,0,1,0
0,1,0,0,1,2014,51.0,0.030303030303030304,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,3,0,0,0,2014,18.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,6,0,0,0,2014,20.0,0.0,0,0,1,1,0,1,1,0,1,0,0,1,0,0
0,3,0,0,1,2013,42.0,0.041666666666666664,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,2,0,0,0,2014,25.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,2,0,0,0,2013,22.0,0.0,0,0,1,1,0,1,1,0,0,0,1,0,1,0
0,4,0,0,0,2014,28.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,5,0,0,2,2013,28.0,0.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,3,2014,26.0,0.375,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,2,0,0,3,2013,33.0,0.2,0,0,0,0,0,1,1,0,0,0,1,1,0,0
0,5,0,0,7,2013,24.0,1.1666666666666667,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,2,0,0,1,2013,39.0,0.047619047619047616,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,5,0,0,0,2013,33.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,2,0,0,2,2013,29.0,0.18181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,10,0,0,6,2013,21.0,2.0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
0,10,1,0,21,2014,23.0,4.2,1,1,0,1,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0,2014,40.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,6,0,0,0,2013,18.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
0,2,0,0,0,2013,25.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,10,0,0,25,2014,25.0,3.5714285714285716,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,6,0,0,0,2013,18.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,6,0,0,0,2013,23.0,0.0,0,0,1,1,0,1,1,0,0,0,1,0,1,0
0,1,0,0,0,2013,32.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
0,7,0,0,0,2013,46.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,2,0,0,0,2013,42.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,0,0,1,2013,25.0,0.14285714285714285,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,7,0,0,12,2013,33.0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,0,0,3,2013,31.0,0.23076923076923078,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,15,2013,42.0,0.625,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,9,2013,24.0,1.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,3,0,0,1,2013,22.0,0.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,8,1,0,1,2013,18.0,1.0,1,1,0,1,0,1,1,0,0,0,1,1,0,0
0,1,0,0,1,2014,46.0,0.03571428571428571,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,2,0,0,1,2013,34.0,0.0625,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,6,0,0,3,2013,22.0,0.75,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,1,0,0,1,2014,35.0,0.058823529411764705,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,3,0,0,1,2014,37.0,0.05263157894736842,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,5,0,1,1,2013,21.0,0.3333333333333333,1,1,0,1,0,1,0,0,0,1,0,0,1,0
0,1,0,0,2,2013,46.0,0.07142857142857142,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2,0,0,1,2014,22.0,0.25,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,5,0,0,5,2013,39.0,0.23809523809523808,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,8,0,0,6,2013,25.0,0.8571428571428571,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,2,0,0,1,2013,50.0,0.03125,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,4,0,0,2,2014,26.0,0.25,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1,0,0,0,2013,36.0,0.0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
0,7,0,0,22,2013,45.0,0.8148148148148148,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,2,0,0,4,2013,26.0,0.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,2,2013,33.0,0.13333333333333333,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,9,0,0,1,2013,21.0,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,2,0,0,0,2014,33.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
0,7,0,0,3,2014,21.0,1.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,2,0,0,2,2013,23.0,0.4,0,0,0,1,0,1,0,0,0,0,1,1,0,0
0,4,0,0,7,2013,28.0,0.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,10,3,2,14,2013,27.0,1.5555555555555556,5,1,0,0,0,0,0,0,1,0,0,1,0,0
0,6,0,0,2,2013,22.0,0.5,0,0,0,1,0,1,1,0,0,0,0,0,1,0
0,10,0,0,6,2014,22.0,1.5,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,1,0,0,1,2013,31.0,0.07692307692307693,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,4,0,0,2,2013,23.0,0.4,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,1,0,0,0,2013,57.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,5,0,0,0,2014,18.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,3,0,0,0,2014,21.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
0,7,0,0,5,2013,23.0,1.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,1,0,0,4,2014,38.0,0.2,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0,3,0,0,1,2014,26.0,0.125,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1,2013,45.0,0.037037037037037035,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,10,1,0,1,2014,17.0,1.0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,2014,51.0,0.030303030303030304,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,3,0,0,0,2013,21.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0,2013,28.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,3,0,0,2,2013,30.0,0.16666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,10,3,0,8,2013,23.0,1.6,3,1,0,1,1,1,0,0,0,0,1,0,1,0
0,2,0,0,2,2013,29.0,0.18181818181818182,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,2,0,0,0,2014,24.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
0,2,0,0,1,2013,18.0,1.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,5,0,0,3,2013,35.0,0.17647058823529413,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,2,0,0,0,2013,21.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
0,6,0,1,0,2014,18.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
0,1,0,0,4,2014,37.0,0.21052631578947367,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,2,0,0,1,2014,22.0,0.25,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,2,0,0,0,2014,21.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
0,4,0,0,3,2013,45.0,0.1111111111111111,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,7,0,0,7,2013,28.0,0.7,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,6,0,0,1,2014,18.0,1.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,3,0,0,0,2014,26.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
0,1,0,0,3,2013,63.0,0.06666666666666667,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0,0,2013,30.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,0,2013,49.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,7,0,0,17,2013,43.0,0.68,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,7,0,1,8,2013,23.0,1.6,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,9,0,0,1,2013,19.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,1,0,0,0,2014,39.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
0,8,0,0,1,2013,27.0,0.1111111111111111,0,0,0,0,0,1,1,0,1,0,0,0,1,0
0,1,0,0,1,2013,40.0,0.045454545454545456,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,0,1,2,2013,21.0,0.6666666666666666,1,1,0,1,0,1,0,0,1,0,0,1,0,0
0,2,0,0,4,2013,42.0,0.16666666666666666,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,3,0,0,4,2014,36.0,0.2222222222222222,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,0,0,0,2014,30.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,5,0,0,0,2014,24.0,0.0,0,0,1,1,0,1,1,0,0,1,0,0,1,0
0,1,0,0,1,2014,52.0,0.029411764705882353,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,3,0,0,2,2013,24.0,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,1
0,4,0,0,1,2013,59.0,0.024390243902439025,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,4,0,0,1,2014,49.0,0.03225806451612903,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,1,0,0,0,2013,54.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
0,5,0,3,3,2013,21.0,1.0,3,1,0,1,0,1,1,0,0,0,1,0,1,0
0,1,0,0,1,2013,31.0,0.07692307692307693,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,2,0,0,1,2013,24.0,0.16666666666666666,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0,7,0,0,10,2013,25.0,1.4285714285714286,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,8,0,0,10,2013,32.0,0.7142857142857143,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,6,0,0,6,2013,27.0,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,2013,42.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,6,0,0,10,2013,58.0,0.25,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,9,0,0,1,2013,24.0,0.16666666666666666,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1,7,0,0,10,2014,47.0,0.3448275862068966,1,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,4,2008,34.0,0.25,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,8,0,0,10,2014,36.0,0.5555555555555556,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,0,0,0,2013,50.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,10,0,0,3,2013,23.0,0.6,0,0,0,1,0,1,1,0,1,0,0,1,0,0
0,7,0,0,1,2013,19.0,1.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,7,0,0,0,2014,48.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
3,7,0,0,16,2013,40.0,0.7272727272727273,3,1,0,0,0,1,1,0,0,0,0,0,1,0
0,6,1,3,4,2014,23.0,0.8,4,1,0,1,0,1,0,0,0,0,1,1,0,0
0,7,0,0,0,2013,18.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
0,1,0,0,0,2013,47.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,1,0,0,0,2014,33.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,3,0,0,0,2013,36.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,6,0,0,7,2013,51.0,0.21212121212121213,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,2,0,0,0,2013,26.0,0.0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
0,6,0,0,0,2014,24.0,0.0,0,0,1,1,0,1,1,0,0,0,1,0,1,0
0,4,0,0,3,2014,38.0,0.15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,6,0,0,1,2014,21.0,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,1,0,0,0,2013,32.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
0,7,0,0,11,2014,30.0,0.9166666666666666,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,3,0,0,0,2013,18.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
0,6,0,0,10,2014,47.0,0.3448275862068966,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,8,0,0,4,2014,24.0,0.6666666666666666,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,4,0,0,1,2014,25.0,0.14285714285714285,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,2,0,0,0,2013,22.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
0,4,0,0,1,2013,52.0,0.029411764705882353,0,0,0,0,0,1,0,1,0,0,0,1,0,0
